time,cov,vul_count,llm_time,in_token_1,in_token_2,in_token_3,in_token_4,out_token_1,out_token_2,out_token_3,out_token_4,model,temperature,mode,num_candi,candi_percentage,contract
240.947425365448,99.62%,1,75.26793622970581,2463,3605,0,0,620,551,0,0,llama,0.0,sel,10,0.5,HoloToken
106.16456985473633,99.79%,2,87.53461027145386,578,1268,0,0,454,277,0,0,llama,0.0,sel,10,0.5,Crowdsale
1738.8498306274414,91.93%,1,205.2972447872162,3224,4422,5650,0,432,468,530,0,llama,0.0,sel,10,0.5,USMT
290.3315086364746,99.62%,1,139.02361345291138,2464,3672,4532,0,766,547,258,0,llama,0.2,sel,10,0.5,HoloToken
88.95670318603516,99.79%,2,69.53605937957764,578,1176,0,0,362,249,0,0,llama,0.2,sel,10,0.5,Crowdsale
2335.0934121608734,86.45%,0,108.54500079154968,3224,4391,5612,0,426,476,552,0,llama,0.2,sel,10,0.5,USMT
392.5099263191223,99.62%,1,142.47841215133667,2462,3677,0,0,634,535,0,0,llama,0.4,sel,10,0.5,HoloToken
36.173121213912964,99.79%,2,16.068344354629517,578,0,0,0,377,0,0,0,llama,0.4,sel,10,0.5,Crowdsale
2233.50155544281,90.29%,0,177.84400820732117,3233,4435,5759,0,451,554,609,0,llama,0.4,sel,10,0.5,USMT
276.18512988090515,99.62%,1,134.19300866127014,2464,3559,4401,0,652,548,271,0,llama,0.6,sel,10,0.5,HoloToken
69.26946520805359,99.79%,2,48.981382608413696,578,1205,0,0,391,244,0,0,llama,0.6,sel,10,0.5,Crowdsale
1730.670245885849,87.78%,0,281.2847228050232,3223,4544,5967,0,545,676,873,0,llama,0.6,sel,10,0.5,USMT
404.84674978256226,79.60%,1,175.29582357406616,2464,3585,4565,0,584,557,389,0,llama,0.8,sel,10,0.5,HoloToken
87.90101790428162,99.79%,2,68.84963870048523,578,1121,0,0,307,299,0,0,llama,0.8,sel,10,0.5,Crowdsale
1611.7934746742249,91.18%,1,133.09633779525757,3230,4427,5656,0,427,495,497,0,llama,0.8,sel,10,0.5,USMT
324.2006621360779,96.09%,1,102.77038407325745,2463,3742,4536,0,699,439,270,0,llama,1.0,sel,10,0.5,HoloToken
68.46842050552368,99.79%,2,49.579628229141235,578,1148,0,0,334,216,0,0,llama,1.0,sel,10,0.5,Crowdsale
1722.3598222732544,87.03%,0,259.57365798950195,3235,4760,6145,0,711,665,526,0,llama,1.0,sel,10,0.5,USMT
